week_year,district,week,year,avg_temp,rainfall,humidity,disease_raw,cases
37_2013,Tamulpur,37,2013,27.11,33.0,82.86,FOOD_POISONING,2.0
37_2013,Giridih,37,2013,26.95,20.5,84.57,CHICKENPOX,17.0
37_2013,Kozhikode,37,2013,25.16,113.3,90.29,HEPATITIS_A,148.0
38_2013,Chatra,38,2013,26.51,34.2,85.14,RABIES,17.0
38_2013,Chikkaballapura,38,2013,23.27,53.5,81.86,RABIES,17.0
38_2013,Vijayanagar,38,2013,31.96,0.8,48.14,RABIES,17.0
38_2013,Kannur,38,2013,25.69,163.0,91.0,FOOD_POISONING,2.0
38_2013,Sundargarh,38,2013,26.93,51.5,88.86,HEPATITIS_A,148.0
38_2013,East,38,2013,22.5,32.5,83.71,RABIES,17.0
39_2013,Barpeta,39,2013,28.07,60.7,85.0,MEASLES,1.0
39_2013,Sitamarhi,39,2013,28.36,58.7,84.86,MEASLES,1.0
39_2013,Balod,39,2013,26.63,18.7,81.71,MEASLES,1.0
39_2013,Bemetara,39,2013,27.27,12.5,79.0,CHOLERA,23.0
39_2013,Raipur,39,2013,27.19,17.0,79.57,HEPATITIS_A,148.0
39_2013,Haveli,39,2013,24.26,17.8,84.0,MEASLES,1.0
40_2013,Porbandar,40,2013,27.89,11.9,87.71,DENGUE,17.0
40_2013,Badgam,40,2013,17.55,0.2,68.57,CHICKENPOX,17.0
40_2013,Akola,40,2013,26.09,47.6,85.14,CHOLERA,23.0
40_2013,Amravati,40,2013,25.43,68.3,87.14,CHOLERA,23.0
40_2013,Nashik,40,2013,24.39,13.6,87.43,CHOLERA,23.0
41_2013,Sonepur,41,2013,26.89,36.7,80.71,HEPATITIS_A,148.0
41_2013,Amritsar,41,2013,26.86,11.4,79.14,CHOLERA,23.0
41_2013,Sas,41,2013,26.57,18.9,85.71,CHICKENPOX,17.0
41_2013,Hyderabad,41,2013,25.09,15.7,82.86,FOOD_POISONING,2.0
42_2013,Kamrup,42,2013,26.19,6.9,82.86,DENGUE,17.0
42_2013,Kamrup,42,2013,26.19,6.9,82.86,CHOLERA,23.0
42_2013,Gaya,42,2013,24.83,41.2,85.71,MALARIA,19.0
42_2013,Gaya,42,2013,24.83,41.2,85.71,CHICKENPOX,17.0
42_2013,Vaishali,42,2013,25.34,79.9,87.43,CHICKENPOX,17.0
42_2013,Dhamtari,42,2013,23.57,0.6,76.86,CHOLERA,23.0
42_2013,Aravalli,42,2013,27.08,0.1,70.29,HEPATITIS_A,148.0
43_2013,East,43,2013,21.59,19.7,86.71,MEASLES,1.0
43_2013,Srinagar,43,2013,12.8,0.3,45.43,CHICKENPOX,17.0
44_2013,Sonitpur,44,2013,20.92,13.3,79.71,HEPATITIS_A,148.0
44_2013,Bijapur,44,2013,24.32,0.4,79.43,MALARIA,19.0
44_2013,Janjgir-,44,2013,23.27,0.5,72.43,CHOLERA,23.0
44_2013,Anand,44,2013,24.95,0.0,65.43,HEPATITIS_A,148.0
44_2013,Banas,44,2013,23.26,0.0,56.57,CHOLERA,23.0
44_2013,Bhavnagar,44,2013,26.64,0.0,63.43,CHOLERA,23.0
44_2013,Patan,44,2013,25.84,0.0,62.43,HEPATITIS_A,148.0
45_2013,Bokaro,45,2013,20.9,0.0,76.86,CHICKENPOX,17.0
45_2013,Mandya,45,2013,22.54,2.8,72.57,FOOD_POISONING,2.0
45_2013,Vijayapur,45,2013,20.69,11.3,67.86,CHOLERA,23.0
45_2013,Kannur,45,2013,27.02,18.8,82.14,HEPATITIS_A,148.0
45_2013,Palakkad,45,2013,26.31,0.6,75.29,CHOLERA,23.0
45_2013,Khandwa,45,2013,24.77,0.0,53.57,CHIKUNGUNYA,17.0
45_2013,Rewa,45,2013,19.96,0.7,69.14,CHOLERA,23.0
45_2013,Karahal,45,2013,21.03,3.0,62.43,CHOLERA,23.0
45_2013,Chitrangi,45,2013,20.23,0.0,72.71,CHOLERA,23.0
46_2013,Badgaon Dhasan,46,2013,18.38,0.0,62.29,MEASLES,1.0
46_2013,Jalgaon,46,2013,22.89,0.0,55.14,MEASLES,1.0
46_2013,Dimapur,46,2013,19.56,0.0,77.57,HEPATITIS_A,148.0
46_2013,Ganjam,46,2013,20.96,1.9,71.14,CHOLERA,23.0
46_2013,Koraput,46,2013,17.41,2.7,72.86,CHIKUNGUNYA,17.0
46_2013,Nuapada,46,2013,19.8,0.0,64.43,CHOLERA,23.0
46_2013,Jhunjhunu,46,2013,17.96,0.0,46.86,FOOD_POISONING,2.0
46_2013,Somandepalle,46,2013,21.71,3.0,67.14,FOOD_POISONING,2.0
47_2013,East,47,2013,21.74,8.6,73.29,RABIES,17.0
47_2013,Radhapuram,47,2013,27.11,27.1,79.43,DENGUE,17.0
47_2013,Simlapal,47,2013,21.21,0.0,67.14,HEPATITIS_A,148.0
48_2013,Nagaon,48,2013,21.44,0.0,73.0,CHICKENPOX,17.0
48_2013,Chandigarh,48,2013,18.06,0.0,57.14,CHOLERA,23.0
48_2013,Botad,48,2013,25.35,0.0,47.86,FOOD_POISONING,2.0
48_2013,Kulgam,48,2013,7.74,0.0,47.86,HEPATITIS_A,148.0
48_2013,Kulgam,48,2013,7.74,0.0,47.86,FOOD_POISONING,2.0
48_2013,Srinagar,48,2013,8.44,0.0,42.29,CHICKENPOX,17.0
48_2013,Chikkaballapur,48,2013,22.18,0.6,70.29,FOOD_POISONING,2.0
48_2013,Chikkaballapur,48,2013,22.18,0.6,70.29,DENGUE,17.0
48_2013,Kalaburagi,48,2013,24.51,1.2,61.43,CHOLERA,23.0
48_2013,Kolar,48,2013,22.09,1.1,75.57,CHOLERA,23.0
49_2013,Tumkur,49,2013,21.62,0.4,64.43,MEASLES,1.0
49_2013,Deogarh,49,2013,17.94,0.0,66.86,RABIES,17.0
49_2013,Ludhiana,49,2013,16.85,0.0,66.86,CHOLERA,23.0
49_2013,Muktsar,49,2013,18.08,0.0,60.29,CHICKENPOX,17.0
49_2013,Bharatpur,49,2013,17.83,0.0,63.71,FOOD_POISONING,2.0
50_2013,Adilabad,50,2013,20.19,0.0,48.29,FOOD_POISONING,2.0
50_2013,Kamrup,50,2013,18.87,2.9,73.43,SCRUB_TYPHUS,17.0
50_2013,Gandhinagar,50,2013,20.5,0.0,60.71,CHOLERA,23.0
50_2013,Mandya,50,2013,22.65,0.0,54.14,DENGUE,17.0
50_2013,Tumkur,50,2013,21.74,0.0,56.57,CHIKUNGUNYA,17.0
50_2013,Alappuzha,50,2013,26.31,7.8,82.71,CHICKENPOX,17.0
51_2013,Dibrugarh,51,2013,15.54,0.8,72.86,DENGUE,17.0
51_2013,Arwal,51,2013,17.76,0.0,71.57,FOOD_POISONING,2.0
51_2013,Baramulla,51,2013,3.36,51.1,62.43,,17.0
51_2013,Baramulla,51,2013,3.36,51.1,62.43,HEPATITIS_A,148.0
51_2013,Bandipora,51,2013,3.29,51.1,60.29,FOOD_POISONING,2.0
51_2013,Belagavi,51,2013,20.88,0.0,44.71,FOOD_POISONING,2.0
52_2013,Bijapur,52,2013,20.94,0.0,68.71,CHIKUNGUNYA,17.0
52_2013,Dharwad,52,2013,21.31,0.0,53.86,CHIKUNGUNYA,17.0
52_2013,Shivamogga,52,2013,22.4,0.0,54.71,CHIKUNGUNYA,17.0
52_2013,Tumkur,52,2013,20.54,0.0,63.43,FOOD_POISONING,2.0
52_2013,Udupi,52,2013,26.21,0.0,64.86,MALARIA,19.0
52_2013,Lakhimpur,52,2013,16.24,0.3,76.14,MEASLES,1.0
01_2014,Begusarai,1,2014,16.03,0.0,74.43,CHICKENPOX,17.0
01_2014,Muzaffarpur,1,2014,15.81,0.0,73.29,MEASLES,1.0
01_2014,Nawada,1,2014,15.98,0.0,71.57,MEASLES,1.0
01_2014,Nalanda,1,2014,15.94,0.0,72.29,CHICKENPOX,17.0
01_2014,Srinagar,1,2014,-2.72,23.8,47.86,,17.0
01_2014,Udhampur,1,2014,4.99,28.3,65.57,MEASLES,1.0
01_2014,Kolhapur,1,2014,22.99,0.0,55.29,DENGUE,17.0
01_2014,Sholapur,1,2014,23.51,0.0,47.43,DENGUE,17.0
02_2014,Jahanabad,2,2014,17.41,0.0,65.14,SCRUB_TYPHUS,17.0
02_2014,Jahanabad,2,2014,17.41,0.0,65.14,FOOD_POISONING,2.0
02_2014,Nandurbar,2,2014,20.47,0.0,57.29,CHOLERA,23.0
03_2014,Sindhudurg,3,2014,25.21,0.0,64.43,DENGUE,17.0
03_2014,Balasore,3,2014,19.64,0.0,73.0,FOOD_POISONING,2.0
03_2014,Kollam,3,2014,27.61,6.9,68.43,DENGUE,17.0
03_2014,Palakkad,3,2014,28.27,0.2,51.86,DENGUE,17.0
03_2014,Kolhapur,3,2014,23.99,0.0,59.71,DENGUE,17.0
03_2014,Pune,3,2014,22.63,0.0,58.71,CHIKUNGUNYA,17.0
03_2014,Dumka,3,2014,16.34,0.2,77.57,DENGUE,17.0
04_2014,Belagavi,4,2014,23.87,2.2,50.71,CHOLERA,23.0
04_2014,Kollam,4,2014,28.4,1.3,60.57,DENGUE,17.0
04_2014,Kallakurichi,4,2014,25.04,0.7,66.71,CHICKENPOX,17.0
04_2014,Vijayapura,4,2014,24.11,2.1,50.29,CHIKUNGUNYA,17.0
04_2014,Godda,4,2014,16.72,0.0,76.86,MEASLES,1.0
04_2014,Godda,4,2014,16.72,0.0,76.86,CHICKENPOX,17.0
05_2014,Angul,5,2014,21.17,0.0,58.86,FOOD_POISONING,2.0
05_2014,Nuh,5,2014,15.52,0.0,77.0,MEASLES,1.0
05_2014,Chikkaballapura,5,2014,21.09,0.0,60.86,CHICKENPOX,17.0
05_2014,Gopalganj,5,2014,16.18,0.0,77.86,MEASLES,1.0
05_2014,Purnia,5,2014,17.53,0.0,75.43,MEASLES,1.0
05_2014,Botad,5,2014,22.76,0.0,49.57,,17.0
06_2014,Yamunanagar,6,2014,14.73,35.4,78.86,FOOD_POISONING,2.0
06_2014,Haveri,6,2014,24.54,0.0,43.29,FOOD_POISONING,2.0
06_2014,Akola,6,2014,23.82,0.0,44.43,MALARIA,19.0
06_2014,Subarnapur,6,2014,25.11,0.0,38.43,HEPATITIS_A,148.0
07_2014,Aurangabad,7,2014,19.59,0.0,49.71,CHICKENPOX,17.0
07_2014,Katihar,7,2014,17.22,31.5,67.71,CHICKENPOX,17.0
07_2014,Balrampur,7,2014,15.66,28.6,72.0,CHICKENPOX,17.0
07_2014,Mungeli,7,2014,21.8,8.3,52.14,FOOD_POISONING,2.0
07_2014,Junagadh,7,2014,19.99,0.0,50.14,MEASLES,1.0
07_2014,East,7,2014,22.76,0.5,52.0,CHICKENPOX,17.0
07_2014,Koderma,7,2014,17.21,28.1,64.43,CHICKENPOX,17.0
08_2014,Kollam,8,2014,28.16,21.6,73.43,,17.0
08_2014,Kolhapur,8,2014,24.19,0.6,59.14,DENGUE,17.0
08_2014,Thane,8,2014,25.04,0.0,57.43,MALARIA,19.0
08_2014,Sundargarh,8,2014,20.26,1.2,49.43,RABIES,17.0
09_2014,Surveillance,9,2014,25.91,1.7,71.29,CHOLERA,23.0
09_2014,Darrang,9,2014,21.38,0.1,71.14,FOOD_POISONING,2.0
09_2014,Panipat,9,2014,15.4,30.6,81.43,MEASLES,1.0
09_2014,Tumkur,9,2014,24.26,0.7,55.71,DENGUE,17.0
10_2014,Kasaragod,10,2014,27.54,1.9,67.0,DENGUE,17.0
10_2014,Kozhikode,10,2014,28.26,1.5,68.14,FOOD_POISONING,2.0
10_2014,Zunheboto,10,2014,13.0,0.4,70.0,CHICKENPOX,17.0
10_2014,Cuttack,10,2014,25.23,29.6,72.86,,17.0
10_2014,Gomati,10,2014,22.59,0.0,55.57,MALARIA,19.0
10_2014,Multiple,10,2014,22.86,12.7,66.14,MEASLES,1.0
10_2014,Sonitpur,10,2014,19.5,2.3,62.43,TYPHOID,17.0
11_2014,Tinsukia,11,2014,23.73,0.0,53.57,FOOD_POISONING,2.0
11_2014,Gopalganj,11,2014,22.72,0.0,54.0,CHICKENPOX,17.0
11_2014,Raipur,11,2014,25.0,3.8,63.57,HEPATITIS_A,148.0
11_2014,East,11,2014,23.49,0.4,45.29,DENGUE,17.0
11_2014,Chamarajanagar,11,2014,25.18,0.0,41.43,CHIKUNGUNYA,17.0
11_2014,Dakshina,11,2014,30.19,0.8,60.57,HEPATITIS_A,148.0
11_2014,Dakshina,11,2014,30.19,0.8,60.57,DENGUE,17.0
11_2014,Kolhapur,11,2014,27.1,0.1,50.29,DENGUE,17.0
12_2014,Balasore,12,2014,27.81,3.8,67.0,MEASLES,1.0
12_2014,Baran,12,2014,25.75,0.0,33.86,HEPATITIS_A,148.0
12_2014,Nagaon,12,2014,24.71,7.8,60.29,LEPTOSPIROSIS,17.0
12_2014,Supaul,12,2014,25.74,0.8,43.57,FOOD_POISONING,2.0
12_2014,Surendranagar,12,2014,27.04,0.0,41.29,HEPATITIS_A,148.0
12_2014,Panipat,12,2014,20.93,14.6,67.29,MEASLES,1.0
13_2014,Palwal,13,2014,24.09,4.5,57.57,MEASLES,1.0
13_2014,Anantnag,13,2014,5.31,119.9,73.57,CHICKENPOX,17.0
13_2014,Anantnag,13,2014,5.31,119.9,73.57,HEPATITIS_A,148.0
13_2014,Badgam,13,2014,5.02,73.7,76.29,HEPATITIS_A,148.0
13_2014,Dhumka,13,2014,30.08,0.2,35.29,CHICKENPOX,17.0
13_2014,Malappuram,13,2014,30.84,0.0,62.0,HEPATITIS_A,148.0
13_2014,Palakkad,13,2014,32.13,0.0,46.14,MEASLES,1.0
13_2014,Datia,13,2014,26.72,0.0,48.57,CHICKENPOX,17.0
14_2014,Jalgaon,14,2014,30.78,0.0,25.57,DENGUE,17.0
14_2014,Nashik,14,2014,28.81,0.0,34.43,CHIKUNGUNYA,17.0
14_2014,Krishnagiri,14,2014,28.68,0.0,38.86,DENGUE,17.0
14_2014,Tiruchirappalli,14,2014,32.32,0.6,48.86,FOOD_POISONING,2.0
14_2014,Lucknow,14,2014,26.72,0.0,37.43,CHICKENPOX,17.0
14_2014,Jalpaiguri,14,2014,25.19,0.8,47.43,DENGUE,17.0
14_2014,Yamuna,14,2014,26.0,0.0,42.71,FOOD_POISONING,2.0
15_2014,Baramulla,15,2014,7.62,24.3,60.71,CHICKENPOX,17.0
15_2014,Kupwara,15,2014,7.28,24.3,55.57,INFLUENZA,17.0
15_2014,Gumla,15,2014,27.54,0.1,28.29,CHICKENPOX,17.0
15_2014,Saraikela,15,2014,30.77,0.0,31.57,CHICKENPOX,17.0
15_2014,Shivamogga,15,2014,28.59,0.4,63.86,MEASLES,1.0
15_2014,Tumakuru,15,2014,27.91,8.4,51.57,RABIES,17.0
15_2014,Tumkur,15,2014,27.99,7.7,51.43,CHICKENPOX,17.0
15_2014,Sindhudurg,15,2014,28.26,2.1,63.86,MALARIA,19.0
15_2014,Nainital,15,2014,14.23,7.2,52.0,MEASLES,1.0
16_2014,Barpeta,16,2014,28.17,10.9,57.57,FOOD_POISONING,2.0
16_2014,Cachar,16,2014,27.28,0.0,63.29,CHOLERA,23.0
16_2014,Cachar,16,2014,27.28,0.0,63.29,DENGUE,17.0
16_2014,Dibrugarh,16,2014,24.71,46.7,70.57,DIPHTHERIA,17.0
16_2014,Gopalganj,16,2014,30.75,0.1,30.86,MEASLES,1.0
17_2014,Muzaffarpur,17,2014,32.39,0.2,23.57,CHICKENPOX,17.0
17_2014,Nawada,17,2014,32.03,0.0,25.71,CHICKENPOX,17.0
17_2014,Shekhpura,17,2014,32.31,0.0,23.43,CHICKENPOX,17.0
17_2014,Haveli,17,2014,31.3,0.2,41.0,CHICKENPOX,17.0
17_2014,Rajkot,17,2014,31.19,0.0,45.14,MEASLES,1.0
17_2014,Bagalkot,17,2014,31.55,4.7,40.71,FOOD_POISONING,2.0
18_2014,Chikkaballapur,18,2014,29.23,5.3,46.71,FOOD_POISONING,2.0
18_2014,Tumkur,18,2014,29.34,4.3,53.14,FOOD_POISONING,2.0
18_2014,Gadchiroli,18,2014,34.61,0.3,36.29,MEASLES,1.0
18_2014,Nagpur,18,2014,34.16,0.2,25.14,CHICKENPOX,17.0
18_2014,Nayagarh,18,2014,32.24,5.6,62.71,FOOD_POISONING,2.0
19_2014,Nagaon,19,2014,25.46,74.8,86.71,MEASLES,1.0
19_2014,Madhubani,19,2014,30.87,11.1,51.71,CHICKENPOX,17.0
19_2014,Muzaffarpur,19,2014,32.69,2.8,42.71,CHICKENPOX,17.0
19_2014,Simdega,19,2014,30.29,3.8,51.0,CHICKENPOX,17.0
19_2014,Davangere,19,2014,26.78,77.7,72.86,CHICKENPOX,17.0
20_2014,Kasaragod,20,2014,27.54,1.7,78.0,DENGUE,17.0
21_2014,Nalbari,21,2014,27.25,18.2,82.14,CHICKENPOX,17.0
21_2014,Raipur,21,2014,34.56,2.7,30.43,HEPATITIS_A,148.0
21_2014,Surat,21,2014,32.12,0.0,59.57,CHICKENPOX,17.0
21_2014,Wanaparthy,21,2014,32.46,14.2,47.0,DENGUE,17.0
21_2014,Barpeta,21,2014,27.45,43.5,83.57,FOOD_POISONING,2.0
21_2014,Mahasamund,21,2014,34.64,0.7,32.0,MALARIA,19.0
21_2014,Anand,21,2014,33.62,0.0,40.43,CHOLERA,23.0
22_2014,Kulgam,22,2014,13.86,69.6,72.29,FOOD_POISONING,2.0
22_2014,Kolar,22,2014,28.82,53.8,63.71,,17.0
22_2014,Tumkur,22,2014,27.64,39.5,71.57,DENGUE,17.0
22_2014,Nagpur,22,2014,35.79,0.0,28.57,CHOLERA,23.0
22_2014,Sindhudurg,22,2014,28.42,6.4,77.14,CHOLERA,23.0
22_2014,Kiphire,22,2014,20.78,75.0,75.71,MALARIA,19.0
22_2014,East,22,2014,26.31,57.7,73.43,FOOD_POISONING,2.0
23_2014,Bemetara,23,2014,36.82,0.0,33.71,CHOLERA,23.0
23_2014,East,23,2014,25.41,28.0,75.86,MEASLES,1.0
23_2014,Palakkad,23,2014,26.42,106.7,92.43,DENGUE,17.0
23_2014,Zunheboto,23,2014,21.28,15.7,82.71,MEASLES,1.0
23_2014,Dibrugarh,23,2014,28.09,31.5,83.14,FOOD_POISONING,2.0
23_2014,Muzaffarpur,23,2014,32.21,0.7,65.57,HEPATITIS_A,148.0
24_2014,Gandhinagar,24,2014,33.31,0.7,55.29,HEPATITIS_A,148.0
24_2014,Dhanbad,24,2014,34.02,2.9,50.57,MEASLES,1.0
24_2014,Bagalkot,24,2014,28.11,8.7,68.57,MEASLES,1.0
24_2014,Davangere,24,2014,26.24,5.3,75.14,FOOD_POISONING,2.0
24_2014,Kolar,24,2014,26.69,10.9,68.0,FOOD_POISONING,2.0
24_2014,Akola,24,2014,33.69,4.5,44.14,CHOLERA,23.0
24_2014,Amravati,24,2014,33.66,9.4,44.71,CHOLERA,23.0
24_2014,Thane,24,2014,30.39,20.0,74.0,DENGUE,17.0
25_2014,Kamrup,25,2014,27.41,191.6,89.14,CHICKENPOX,17.0
25_2014,Tinsukia,25,2014,27.95,90.5,82.43,MEASLES,1.0
25_2014,East,25,2014,24.76,1.8,70.14,CHICKENPOX,17.0
25_2014,Kannur,25,2014,26.25,103.7,89.43,HEPATITIS_A,148.0
25_2014,Trivandrum,25,2014,26.09,24.6,88.14,CHICKENPOX,17.0
25_2014,Chikkamagaluru,25,2014,21.81,23.6,93.14,DENGUE,17.0
26_2014,Jajpur,26,2014,30.31,57.5,80.14,HEPATITIS_A,148.0
26_2014,Gomati,26,2014,27.45,101.9,90.43,MEASLES,1.0
26_2014,Kolhapur,26,2014,26.39,1.0,77.29,CHOLERA,23.0
26_2014,Chandrapur,26,2014,31.54,12.9,54.14,FOOD_POISONING,2.0
27_2014,Ramanagara,27,2014,26.54,33.7,70.14,DENGUE,17.0
27_2014,Ramanagara,27,2014,26.54,33.7,70.14,CHIKUNGUNYA,17.0
28_2014,Kollam,28,2014,25.96,89.6,89.43,FOOD_POISONING,2.0
28_2014,Sindhudurg,28,2014,23.96,304.7,95.57,HEPATITIS_A,148.0
28_2014,Moga,28,2014,34.97,0.2,49.14,CHOLERA,23.0
28_2014,Alwar,28,2014,35.43,0.0,38.71,FOOD_POISONING,2.0
28_2014,Sibsagar,28,2014,29.51,49.1,82.57,HEPATITIS_A,148.0
29_2014,Vadodara,29,2014,28.48,109.7,83.0,CHOLERA,23.0
29_2014,Baramulla,29,2014,20.79,37.7,75.43,,17.0
29_2014,Tumkur,29,2014,23.34,25.2,78.14,DENGUE,17.0
29_2014,Kamareddy,29,2014,25.84,24.2,79.0,FOOD_POISONING,2.0
29_2014,Dhemaji,29,2014,27.73,84.3,87.29,MALARIA,19.0
29_2014,Jorhat,29,2014,28.16,128.6,88.0,MALARIA,19.0
29_2014,Marigaon,29,2014,28.08,205.1,90.29,MALARIA,19.0
29_2014,Raigarh,29,2014,26.33,146.2,90.71,CHOLERA,23.0
30_2014,Surendranagar,30,2014,28.49,57.8,78.14,HEPATITIS_A,148.0
30_2014,Vadodara,30,2014,27.32,79.8,85.0,CHOLERA,23.0
30_2014,Navsari,30,2014,26.55,91.0,87.57,CHOLERA,23.0
30_2014,Simdega,30,2014,24.96,41.8,84.43,FOOD_POISONING,2.0
30_2014,Haveri,30,2014,23.01,34.3,87.86,CHIKUNGUNYA,17.0
30_2014,Nashik,30,2014,22.99,105.1,91.86,CHOLERA,23.0
31_2014,Lunglei,31,2014,26.56,49.5,88.71,SCRUB_TYPHUS,17.0
31_2014,Nawada,31,2014,29.22,30.5,81.57,DENGUE,17.0
31_2014,Weast,31,2014,30.91,5.8,59.0,MEASLES,1.0
31_2014,Bhavnagar,31,2014,27.7,82.3,85.29,CHOLERA,23.0
31_2014,Simdega,31,2014,26.31,104.2,88.29,MEASLES,1.0
31_2014,Malappuram,31,2014,24.76,137.0,90.86,HEPATITIS_A,148.0
32_2014,Kolhapur,32,2014,23.2,45.8,90.0,DENGUE,17.0
32_2014,Nashik,32,2014,23.16,48.1,91.14,DENGUE,17.0
32_2014,Nashik,32,2014,23.16,48.1,91.14,MALARIA,19.0
32_2014,Pune,32,2014,23.77,151.0,88.71,CHIKUNGUNYA,17.0
32_2014,Sangli,32,2014,23.46,21.3,86.29,DENGUE,17.0
32_2014,Yavatmal,32,2014,26.52,51.0,79.43,CHOLERA,23.0
32_2014,Jahanabad,32,2014,25.11,110.7,86.57,DENGUE,17.0
32_2014,Dhanbad,32,2014,27.04,72.1,85.14,CHICKENPOX,17.0
32_2014,East,32,2014,22.59,14.9,79.86,CHICKENPOX,17.0
32_2014,Bagalkote,32,2014,25.24,17.7,76.14,CHIKUNGUNYA,17.0
33_2014,Belagavi,33,2014,24.54,12.2,80.71,FOOD_POISONING,2.0
33_2014,Chikkamagaluru,33,2014,21.08,21.1,91.86,HEPATITIS_A,148.0
33_2014,Mysuru,33,2014,23.16,45.0,81.14,FOOD_POISONING,2.0
33_2014,Kalahandi,33,2014,27.47,17.2,82.0,CHICKENPOX,17.0
33_2014,Cuttack,33,2014,29.14,64.4,85.0,FOOD_POISONING,2.0
34_2014,Sahibganj,34,2014,27.88,52.1,86.86,MEASLES,1.0
34_2014,Godda,34,2014,29.14,38.5,85.29,MEASLES,1.0
34_2014,Kollam,34,2014,26.11,87.8,88.29,FOOD_POISONING,2.0
34_2014,Akola,34,2014,27.84,48.8,81.86,DENGUE,17.0
34_2014,Nawanshahr,34,2014,29.34,0.0,72.14,HEPATITIS_A,148.0
34_2014,Rupnagar,34,2014,28.76,0.2,72.86,HEPATITIS_A,148.0
35_2014,Cachar,35,2014,27.45,77.9,85.57,CHOLERA,23.0
35_2014,Gandhinagar,35,2014,28.57,39.2,80.14,HEPATITIS_A,148.0
35_2014,Vijayapur,35,2014,28.96,20.3,74.29,FOOD_POISONING,2.0
36_2014,Nagpur,36,2014,26.1,94.4,85.57,MEASLES,1.0
36_2014,Koraput,36,2014,21.18,117.2,93.14,MEASLES,1.0
36_2014,Patiala,36,2014,27.46,65.4,83.43,HEPATITIS_A,148.0
37_2014,Begusarai,37,2014,28.27,71.4,85.43,MEASLES,1.0
37_2014,Gopalganj,37,2014,27.43,160.8,89.0,CHICKENPOX,17.0
37_2014,Malappuram,37,2014,25.15,32.0,85.86,DENGUE,17.0
37_2014,Malappuram,37,2014,25.15,32.0,85.86,HEPATITIS_A,148.0
37_2014,Bhandara,37,2014,25.33,22.1,84.14,CHICKENPOX,17.0
39_2014,Nagaon,39,2014,25.24,214.9,91.43,CHOLERA,23.0
39_2014,Arwal,39,2014,27.91,1.5,78.57,FOOD_POISONING,2.0
39_2014,Korba,39,2014,27.16,0.2,73.0,FOOD_POISONING,2.0
39_2014,Kheda,39,2014,27.41,0.8,77.57,CHOLERA,23.0
39_2014,Kheda,39,2014,27.41,0.8,77.57,HEPATITIS_A,148.0
39_2014,Mahesana,39,2014,26.58,0.2,76.86,CHOLERA,23.0
39_2014,Karnal,39,2014,28.8,0.3,57.14,CHOLERA,23.0
40_2014,Bagalkote,40,2014,27.94,4.6,59.71,FOOD_POISONING,2.0
40_2014,Bangalore,40,2014,23.45,28.4,76.57,DENGUE,17.0
40_2014,Chikkaballapur,40,2014,23.5,28.4,78.14,FOOD_POISONING,2.0
40_2014,Gadag,40,2014,25.8,4.2,73.57,FOOD_POISONING,2.0
40_2014,Kolar,40,2014,25.02,6.3,70.57,DIPHTHERIA,17.0
40_2014,Amravati,40,2014,27.34,0.9,66.29,FOOD_POISONING,2.0
40_2014,Ratnagiri,40,2014,27.34,48.7,87.0,CHOLERA,23.0
40_2014,Deogarh,40,2014,26.34,5.2,82.57,MALARIA,19.0
41_2014,Ludhiana,41,2014,27.16,13.6,62.14,CHOLERA,23.0
41_2014,Sangrur,41,2014,28.12,1.6,55.29,CHOLERA,23.0
41_2014,Mahabubabad,41,2014,27.24,15.1,75.86,CHOLERA,23.0
41_2014,Dibrugarh,41,2014,27.71,4.9,78.0,HEPATITIS_A,148.0
41_2014,Nalbari,41,2014,27.19,28.0,81.29,HEPATITIS_A,148.0
41_2014,Sonitpur,41,2014,25.91,5.3,72.43,MALARIA,19.0
42_2014,Warangal,42,2014,27.11,9.8,76.29,HEPATITIS_A,148.0
42_2014,Morbi,42,2014,28.81,0.0,45.0,MEASLES,1.0
42_2014,Washim,42,2014,26.51,9.7,71.57,MALARIA,19.0
42_2014,Dhemaji,42,2014,25.34,32.1,84.43,MALARIA,19.0
42_2014,Bemetara,42,2014,25.67,99.1,79.86,HEPATITIS_A,148.0
42_2014,Anand,42,2014,27.9,0.0,52.29,CHOLERA,23.0
43_2014,Vadodara,43,2014,28.9,0.0,50.86,CHOLERA,23.0
43_2014,Khunti,43,2014,21.83,5.0,73.0,MEASLES,1.0
43_2014,Chamarajanagar,43,2014,22.49,60.7,92.14,RABIES,17.0
43_2014,Haveri,43,2014,24.24,42.5,76.71,CHIKUNGUNYA,17.0
43_2014,Kolar,43,2014,22.72,42.4,88.71,FOOD_POISONING,2.0
43_2014,Yadgiri,43,2014,26.22,54.1,64.86,DIPHTHERIA,17.0
43_2014,Udupi,43,2014,26.77,111.2,87.0,MEASLES,1.0
43_2014,Bhandara,43,2014,25.41,2.7,68.71,HEPATITIS_A,148.0
44_2014,Kolhapur,44,2014,22.94,9.3,69.86,MALARIA,19.0
44_2014,Latur,44,2014,23.15,0.2,62.71,FOOD_POISONING,2.0
44_2014,Nashik,44,2014,23.96,0.1,57.29,CHOLERA,23.0
44_2014,Kapurthala,44,2014,22.15,0.1,63.86,HEPATITIS_A,148.0
44_2014,Dausa,44,2014,25.15,0.6,49.57,FOOD_POISONING,2.0
44_2014,Lakhimpur,44,2014,23.06,0.0,73.71,MALARIA,19.0
45_2014,Tinsukia,45,2014,24.14,0.0,67.86,HEPATITIS_A,148.0
